Business Area,Report Name,Report Description,Existing Label,Dictionary Label,ICM Data Field Path,Label Source,Label Match Rating,Follow Up Required
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,amount,Amount,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,vote,Vote,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,class,Class,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,ministry number,Ministry Number,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,resp code,Office Code,No,MIS,Low,FASB
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,Total,Total,No,Report,Medium,No
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,batch no,Batch Number,No,MIS,Low,FASB
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,batch type,Batch Type,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,batch date,Batch Date,No,MIS,Low,FASB
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,batch amount,Batch Amount,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,description,Description,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,document control,Document Control,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing EFT 02J1 (P220-01),FISC Account list EFT to Supplier ?? Verify with FASB for expanded Description and Report Requirements,fiscal year,Fiscal Year,No,MIS,Low,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ3 (P210-99),"Reversed Computer Cheques BC Benefits/GAIN. Control totals for GL Journal entries. Selected month, up to run date.
 
",gsa imprest,GSA Imprest,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ3 (P210-99),"Reversed Computer Cheques BC Benefits/GAIN. Control totals for GL Journal entries. Selected month, up to run date.
 
",imprest chq,Imprest Chq,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ3 (P210-99),"Reversed Computer Cheques BC Benefits/GAIN. Control totals for GL Journal entries. Selected month, up to run date.
 
",rev imprest,Rev Imprest,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ3 (P210-99),"Reversed Computer Cheques BC Benefits/GAIN. Control totals for GL Journal entries. Selected month, up to run date.
 
",total imprest for g/l,Total Imprest For G/L,No,Report,Medium,No
FASB Banking,Control Totals for GL Journal Entries JPJ3 (P210-99),"Reversed Computer Cheques BC Benefits/GAIN. Control totals for GL Journal entries. Selected month, up to run date.
 
",computer cheque,Computer Cheque,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ3 (P210-99),"Reversed Computer Cheques BC Benefits/GAIN. Control totals for GL Journal entries. Selected month, up to run date.
 
",rev computer,Rev Computer,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ3 (P210-99),"Reversed Computer Cheques BC Benefits/GAIN. Control totals for GL Journal entries. Selected month, up to run date.
 
",total all cheques for g/l,Total All Cheques For G/L,No,Report,Medium,No
FASB Banking,Control Totals for GL Journal Entries JPJ3 (P210-99),"Reversed Computer Cheques BC Benefits/GAIN. Control totals for GL Journal entries. Selected month, up to run date.
 
",non-shareable,Non-Shareable,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ3 (P210-99),"Reversed Computer Cheques BC Benefits/GAIN. Control totals for GL Journal entries. Selected month, up to run date.
 
",offset,Offset,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ3 (P210-99),"Reversed Computer Cheques BC Benefits/GAIN. Control totals for GL Journal entries. Selected month, up to run date.
 
",new shareable amount for g/l control,New Shareable Amount For G/L Control,No,Report,Medium,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ3 (P210-99),"Reversed Computer Cheques BC Benefits/GAIN. Control totals for GL Journal entries. Selected month, up to run date.
 
",amount of g-docs not processed,Amount Of G-Docs Not Processed,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries EFT 02J1 (P210-99),"Reversed Computer cheques YW EFT
 Control totals for GL Journal entries. Selected month, up to run date.
",gsa imprest,Gsa Imprest,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries EFT 02J1 (P210-99),"Reversed Computer cheques YW EFT
 Control totals for GL Journal entries. Selected month, up to run date.
",imprest chq,Imprest Chq,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries EFT 02J1 (P210-99),"Reversed Computer cheques YW EFT
 Control totals for GL Journal entries. Selected month, up to run date.
",rev imprest,Rev Imprest,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries EFT 02J1 (P210-99),"Reversed Computer cheques YW EFT
 Control totals for GL Journal entries. Selected month, up to run date.
",total imprest for g/l,Total Imprest For G/L,No,Report,Medium,No
FASB Banking,Control Totals for GL Journal Entries EFT 02J1 (P210-99),"Reversed Computer cheques YW EFT
 Control totals for GL Journal entries. Selected month, up to run date.
",computer cheque,Computer Cheque,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries EFT 02J1 (P210-99),"Reversed Computer cheques YW EFT
 Control totals for GL Journal entries. Selected month, up to run date.
",rev computer,Rev Computer,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries EFT 02J1 (P210-99),"Reversed Computer cheques YW EFT
 Control totals for GL Journal entries. Selected month, up to run date.
",total all cheques for g/l,Total All Cheques For G/L,No,Report,Medium,No
FASB Banking,Control Totals for GL Journal Entries EFT 02J1 (P210-99),"Reversed Computer cheques YW EFT
 Control totals for GL Journal entries. Selected month, up to run date.
",non-shareable,Non-Shareable,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries EFT 02J1 (P210-99),"Reversed Computer cheques YW EFT
 Control totals for GL Journal entries. Selected month, up to run date.
",offset,Offset,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries EFT 02J1 (P210-99),"Reversed Computer cheques YW EFT
 Control totals for GL Journal entries. Selected month, up to run date.
",new shareable amount for g/l control,New Shareable Amount For G/L Control,No,Report,Medium,No
FASB Banking,Control Totals for GL Journal Entries EFT 02J1 (P210-99),"Reversed Computer cheques YW EFT
 Control totals for GL Journal entries. Selected month, up to run date.
",amount of g-docs not processed,Amount Of G-Docs Not Processed,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,card type,card typ Com,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,batch number,Batch Number,No,MIS,Low,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,control number,Control Number,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,supplier number,Supplier Number,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,project number,Project Number,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,account number,Account Number,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,object code,Object Code,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,amount,Amount,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,vote,Vote,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,class,Class,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,ministry number,Ministry Number,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,resp code,Office Code,No,MIS,Low,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,Total,Total,No,Report,Medium,No
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,batch no,Batch Number,No,MIS,Low,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,batch type,Batch Type,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,batch date,Batch Date,No,MIS,Low,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,batch amount,Batch Amount,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,description,Description,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,document control,Document Control,No,MIS,High,FASB
FASB Banking,F.I.C.S. Account Listing JPJ1 (P220-01),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,fiscal year,Fiscal Year,No,MIS,Low,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ1 (P210-99),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,gsa imprest,GSA Imprest,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ1 (P210-99),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,imprest chq,Imprest Chq,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ1 (P210-99),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,rev imprest,Rev Imprest,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ1 (P210-99),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,total imprest for g/l,Total Imprest For G/L,No,Report,Medium,No
FASB Banking,Control Totals for GL Journal Entries JPJ1 (P210-99),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,computer cheque,Computer Cheque,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ1 (P210-99),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,rev computer,Rev Computer,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ1 (P210-99),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,total all cheques for g/l,Total All Cheques For G/L,No,Report,Medium,No
FASB Banking,Control Totals for GL Journal Entries JPJ1 (P210-99),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,non-shareable,Non-Shareable,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ1 (P210-99),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,offset,Offset,No,MIS,High,FASB
FASB Banking,Control Totals for GL Journal Entries JPJ1 (P210-99),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,new shareable amount for g/l control,New Shareable Amount For G/L Control,No,Report,Medium,No
FASB Banking,Control Totals for GL Journal Entries JPJ1 (P210-99),Monthly report. Comparison with JV report. Supplier payments - Ask Fasb for extended description,amount of g-docs not processed,Amount Of G-Docs Not Processed,No,MIS,High,FASB
FASB Banking,Exception Report - ODCHQ (MI03S-01),TBD - to be reviewed,no of logs processed,No Of Logs Processed,No,MIS,High,FASB
FASB Banking,Exception Report - ODCHQ (MI03S-01),TBD - to be reviewed,no of detail records processed,No Of Detail Records Processed,No,MIS,High,FASB
FASB Banking,Exception Report - ODCHQ (MI03S-01),TBD - to be reviewed,curr yr gl (gain),Curr Yr Gl (Gain),No,MIS,High,FASB
FASB Banking,Exception Report - ODCHQ (MI03S-01),TBD - to be reviewed,prior yr gl (gain),Prior Yr Gl (Gain),No,MIS,High,FASB
FASB Banking,Exception Report - ODCHQ (MI03S-01),TBD - to be reviewed,curr year gl (non-gain),Curr Year Gl (Non-Gain),No,MIS,High,FASB
FASB Banking,Exception Report - ODCHQ (MI03S-01),TBD - to be reviewed,prior yr gl (non-gain),Prior Yr Gl (Non-Gain),No,MIS,High,FASB
FASB Banking,Exception Report - ODCHQ (MI03S-01),TBD - to be reviewed,reversal report,Reversal Report,No,MIS,High,FASB
FASB Banking,Exception Report - ODCHQ (MI03S-01),TBD - to be reviewed,reversing chq hist recs,Reversing Chq Hist Recs,No,MIS,High,FASB
FASB Banking,Exception Report - ODCHQ (MI03S-01),TBD - to be reviewed,reversing repayments,Reversing Repayments,No,MIS,High,FASB
FASB Banking,Exception Report - ODCHQ (MI03S-01),TBD - to be reviewed,other,Other,No,MIS,High,FASB
FASB Banking,Cheque Reconciliation Reversals - ODCHQ (MI04R-01),"Reversed cheques by Chq number, date, amount and other dtails",cheque number,Cheque Number,No,MIS,Low,No
FASB Banking,Cheque Reconciliation Reversals - ODCHQ (MI04R-01),"Reversed cheques by Chq number, date, amount and other dtails",cheque date,Cheque Date,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Reversals - ODCHQ (MI04R-01),"Reversed cheques by Chq number, date, amount and other dtails",off,Case Office,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Reversals - ODCHQ (MI04R-01),"Reversed cheques by Chq number, date, amount and other dtails",file id,Legacy ID,Case/Case View Screen,ICM,Low,No
FASB Banking,Cheque Reconciliation Reversals - ODCHQ (MI04R-01),"Reversed cheques by Chq number, date, amount and other dtails",amount,Amount,No,MIS,Low,No
FASB Banking,Cheque Reconciliation Reversals - ODCHQ (MI04R-01),"Reversed cheques by Chq number, date, amount and other dtails",reversal rsn,Reversal Reason,No,MIS,Medium,No
FASB Banking,Cheque Reconciliation Reversals - ODCHQ (MI04R-01),"Reversed cheques by Chq number, date, amount and other dtails",reversal type,Reversal Type,No,MIS,Medium,No
FASB Banking,Cheque Reconciliation Reversals - ODCHQ (MI04R-01),"Reversed cheques by Chq number, date, amount and other dtails",reversal off,Reversal Off,No,MIS,Medium,No
FASB Banking,Cheque Reconciliation Reversals - ODCHQ (MI04R-01),"Reversed cheques by Chq number, date, amount and other dtails",reversal log,Reversal Log,No,MIS,High,FASB
FASB Banking,Exception Report - EFT (MI03S-01),EFT Exception report,no of logs processed,No Of Logs Processed,No,MIS,High,FASB
FASB Banking,Exception Report - EFT (MI03S-01),EFT Exception report,no of detail records processed,No Of Detail Records Processed,No,MIS,High,FASB
FASB Banking,Exception Report - EFT (MI03S-01),EFT Exception report,curr yr gl (gain),Curr Yr Gl (Gain),No,MIS,High,FASB
FASB Banking,Exception Report - EFT (MI03S-01),EFT Exception report,prior yr gl (gain),Prior Yr Gl (Gain),No,MIS,High,FASB
FASB Banking,Exception Report - EFT (MI03S-01),EFT Exception report,curr year gl (non-gain),Curr Year Gl (Non-Gain),No,MIS,High,FASB
FASB Banking,Exception Report - EFT (MI03S-01),EFT Exception report,prior yr gl (non-gain),Prior Yr Gl (Non-Gain),No,MIS,High,FASB
FASB Banking,Exception Report - EFT (MI03S-01),EFT Exception report,reversal report,Reversal Report,No,MIS,High,FASB
FASB Banking,Exception Report - EFT (MI03S-01),EFT Exception report,reversing chq hist recs,Reversing Chq Hist Recs,No,MIS,High,FASB
FASB Banking,Exception Report - EFT (MI03S-01),EFT Exception report,reversing repayments,Reversing Repayments,No,MIS,High,FASB
FASB Banking,Exception Report - EFT (MI03S-01),EFT Exception report,other,Other,No,MIS,High,FASB
FASB Banking,Cheque Reconciliation Reversals - EFT (MI04R-01),Chequ Reconcilliation Reversal - Cheque number and referesal reason,cheque number,Cheque Number,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Reversals - EFT (MI04R-01),Chequ Reconcilliation Reversal - Cheque number and referesal reason,cheque date,Cheque Date,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Reversals - EFT (MI04R-01),Chequ Reconcilliation Reversal - Cheque number and referesal reason,off,Off,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Reversals - EFT (MI04R-01),Chequ Reconcilliation Reversal - Cheque number and referesal reason,file id,Legacy ID,Case/Case View Screen,ICM,Low,No
FASB Banking,Cheque Reconciliation Reversals - EFT (MI04R-01),Chequ Reconcilliation Reversal - Cheque number and referesal reason,amount,Amount,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Reversals - EFT (MI04R-01),Chequ Reconcilliation Reversal - Cheque number and referesal reason,reversal rsn,Reversal Reason,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation Reversals - EFT (MI04R-01),Chequ Reconcilliation Reversal - Cheque number and referesal reason,reversal type,Reversal Type,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation Reversals - EFT (MI04R-01),Chequ Reconcilliation Reversal - Cheque number and referesal reason,reversal off,Reversal Off,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation Reversals - EFT (MI04R-01),Chequ Reconcilliation Reversal - Cheque number and referesal reason,reversal log,Reversal Log,No,MIS,High,FASB
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,log number,Log Number,No,MIS,Medium,No
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,cheque number,Cheque Number,No,MIS,Low,No
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,cheque date,Cheque Date,No,MIS,Low,No
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,cheque amount,Amount,No,MIS,Low,No
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,exception message,Exception Message,No,MIS,High,FASB
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,no of logs processed,No Of Logs Processed,No,MIS,High,FASB
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,no of detail records processed,No Of Detail Records Processed,No,MIS,High,FASB
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,curr yr gl (gain),Curr Yr Gl (Gain),No,MIS,High,FASB
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,prior yr gl (gain),Prior Yr Gl (Gain),No,MIS,High,FASB
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,curr year gl (non-gain),Curr Year Gl (Non-Gain),No,MIS,High,FASB
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,prior yr gl (non-gain),Prior Yr Gl (Non-Gain),No,MIS,High,FASB
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,reversal report,Reversal Report,No,MIS,High,FASB
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,reversing chq hist recs,Reversing Chq Hist Recs,No,MIS,High,FASB
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,reversing repayments,Reversing Repayments,No,MIS,High,FASB
FASB Banking,Exception Report - COMP (MI03S-01),Exeption Report - payment cashed that were previoulsy written off,other,Other,No,MIS,High,FASB
FASB Banking,Cheque Reconciliation Reversals - COMP (MI04R-01),Cheque Reconciliation- Reversaio by Write Off or Cancelled list of payhment reversals - comp chqs. Listed by month. Totals for Cancelled reason a pre Pre-sent Values in MIS,cheque number,Cheque Number,No,MIS,Low,MIS
FASB Banking,Cheque Reconciliation Reversals - COMP (MI04R-01),Cheque Reconciliation- Reversaio by Write Off or Cancelled list of payhment reversals - comp chqs. Listed by month. Totals for Cancelled reason a pre Pre-sent Values in MIS,cheque date,Cheque Date,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Reversals - COMP (MI04R-01),Cheque Reconciliation- Reversaio by Write Off or Cancelled list of payhment reversals - comp chqs. Listed by month. Totals for Cancelled reason a pre Pre-sent Values in MIS,off,Case Office,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Reversals - COMP (MI04R-01),Cheque Reconciliation- Reversaio by Write Off or Cancelled list of payhment reversals - comp chqs. Listed by month. Totals for Cancelled reason a pre Pre-sent Values in MIS,file id,Legacy ID,Case/Case View Screen,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Reversals - COMP (MI04R-01),Cheque Reconciliation- Reversaio by Write Off or Cancelled list of payhment reversals - comp chqs. Listed by month. Totals for Cancelled reason a pre Pre-sent Values in MIS,amount,Amount,No,MIS,Low,FASB
FASB Banking,Cheque Reconciliation Reversals - COMP (MI04R-01),Cheque Reconciliation- Reversaio by Write Off or Cancelled list of payhment reversals - comp chqs. Listed by month. Totals for Cancelled reason a pre Pre-sent Values in MIS,reversal rsn,Reversal Reason,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation Reversals - COMP (MI04R-01),Cheque Reconciliation- Reversaio by Write Off or Cancelled list of payhment reversals - comp chqs. Listed by month. Totals for Cancelled reason a pre Pre-sent Values in MIS,reversal type,Reversal Type,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation Reversals - COMP (MI04R-01),Cheque Reconciliation- Reversaio by Write Off or Cancelled list of payhment reversals - comp chqs. Listed by month. Totals for Cancelled reason a pre Pre-sent Values in MIS,reversal off,Reversal Off,No,MIS,Medium,FASB
FASB Banking,Cheque Reconciliation Reversals - COMP (MI04R-01),Cheque Reconciliation- Reversaio by Write Off or Cancelled list of payhment reversals - comp chqs. Listed by month. Totals for Cancelled reason a pre Pre-sent Values in MIS,reversal log,Reversal Log,No,MIS,High,FASB
FASB Banking,GAIN Office Table (P012-01),List of Ministry Offices,office code,Ministry Office,Office,ICM,Low,No
FASB Banking,GAIN Office Table (P012-01),List of Ministry Offices,name,Office Name,Office,ICM,Low,No
FASB Banking,GAIN Office Table (P012-01),List of Ministry Offices,address,Street Address,Office,ICM,Low,No
FASB Banking,GAIN Office Table (P012-01),List of Ministry Offices,city,City,Office,ICM,Low,No
FASB Banking,GAIN Office Table (P012-01),List of Ministry Offices,postal code,Postal Code,Office,ICM,Low,No
FASB Banking,GAIN Office Table (P012-01),List of Ministry Offices,off type,Office Type,Office,ICM,Low,No
FASB Banking,GAIN Office Table (P012-01),List of Ministry Offices,bank account number,Bank Account,No,MIS,Medium,No
FASB Banking,GAIN Office Table (P012-01),List of Ministry Offices,cost center,Cost Center,No,MIS,Medium,FASB
FASB Banking,GAIN Office Table (P012-01),List of Ministry Offices,effective date,Start Date,No,MIS,Medium,No
FASB Banking,GAIN Office Table (P012-01),List of Ministry Offices,term date,Term Date,No,MIS,Medium,No
FASB Banking,BCCCU MONTHLY STATEMENT (AMP),"Central 1 summary Statement 
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic",posting date,Posting Date,No,MIS,Medium,FASB
FASB Banking,BCCCU MONTHLY STATEMENT (AMP),"Central 1 summary Statement 
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic",settlement date,Settlement Date,No,MIS,Medium,FASB
FASB Banking,BCCCU MONTHLY STATEMENT (AMP),"Central 1 summary Statement 
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic",source account,Source Account,No,MIS,Medium,FASB
FASB Banking,BCCCU MONTHLY STATEMENT (AMP),"Central 1 summary Statement 
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic",referrence,Reference Number,No,MIS,Medium,FASB
FASB Banking,BCCCU MONTHLY STATEMENT (AMP),"Central 1 summary Statement 
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic",posting narrative,Posting Narrative,No,MIS,Medium,FASB
FASB Banking,BCCCU MONTHLY STATEMENT (AMP),"Central 1 summary Statement 
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic",debit,Debit,No,MIS,Medium,FASB
FASB Banking,BCCCU MONTHLY STATEMENT (AMP),"Central 1 summary Statement 
BCCCU reports come directly from Central 1 when the daily files are downloaded so we have no insight into the logic. There are similar reports for OD cheques that are also sent to R2W.
HMISJPJK carries out bank reconciliation processing and uses the DREC file to match cheque data from Central 1 to the MIS payment history DB2 tables and updates cashed cheque data.
Mismatched records are reported in report MI92T-01. which is also produced by job JPJK. 
A discovery session with FASB and possibly Treasury would be required to provide more details on the logic",credit,Credit,No,MIS,Medium,FASB
